;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Agregado
3459;Conjunto Comercial/Sala;Flamengo;0;0;0;80;4500.0;1200.0;300.0;56.25;Apartamento
3460;Apartamento;Barra da Tijuca;1;1;1;50;3500.0;1000.0;200.0;70.0;Apartamento
3461;Conjunto Comercial/Sala;Centro;0;0;0;23;550.0;300.0;70.0;23.91;Apartamento
3462;Apartamento;Leblon;4;3;1;168;12900.0;2250.0;0.0;76.79;Apartamento
3463;Apartamento;Copacabana;3;0;0;110;2700.0;1000.0;25.0;24.55;Apartamento
3464;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;98;3000.0;872.0;0.0;30.61;Apartamento
3465;Apartamento;Recreio dos Bandeirantes;3;1;1;70;1800.0;631.0;0.0;25.71;Apartamento
3466;Conjunto Comercial/Sala;Centro;0;0;0;33;900.0;438.0;115.0;27.27;Apartamento
3467;Apartamento;Botafogo;3;1;1;101;5600.0;1290.0;342.0;55.45;Apartamento
3468;Apartamento;Caju;1;0;1;45;850.0;230.0;0.0;18.89;Apartamento
3469;Apartamento;Lins de Vasconcelos;2;2;1;145;2500.0;581.0;28.0;17.24;Apartamento
3470;Conjunto Comercial/Sala;Ipanema;0;4;0;323;44991.0;5921.0;17948.0;139.29;Apartamento
3471;Apartamento;Todos os Santos;2;1;0;70;1300.0;511.0;0.0;18.57;Apartamento
3472;Apartamento;Tijuca;3;0;0;85;1600.0;515.0;0.0;18.82;Apartamento
3473;Casa de Condomínio;Pedra de Guaratiba;2;1;0;60;900.0;300.0;0.0;15.0;Casa
3474;Loja/Salão;Barra da Tijuca;0;1;0;58;8000.0;1395.0;1550.0;137.93;Apartamento
3475;Conjunto Comercial/Sala;Centro;0;0;0;40;1000.0;1000.0;150.0;25.0;Apartamento
3476;Apartamento;Leblon;3;1;1;150;5000.0;1000.0;400.0;33.33;Apartamento
3477;Apartamento;Copacabana;2;1;1;89;10000.0;3200.0;0.0;112.36;Apartamento
3478;Apartamento;Irajá;2;1;0;50;900.0;460.0;0.0;18.0;Apartamento
3479;Apartamento;Barra da Tijuca;3;3;1;127;6000.0;2100.0;6482.0;47.24;Apartamento
3480;Quitinete;Flamengo;1;0;0;51;1800.0;680.0;0.0;35.29;Apartamento
3481;Apartamento;Lagoa;3;3;0;280;9000.0;1700.0;0.0;32.14;Apartamento
3482;Conjunto Comercial/Sala;Méier;0;0;0;30;850.0;780.0;56.0;28.33;Apartamento
3483;Loja/Salão;Barra da Tijuca;0;2;0;324;25000.0;7513.0;0.0;77.16;Apartamento
3484;Apartamento;Recreio dos Bandeirantes;3;3;3;189;2500.0;922.0;420.0;13.23;Apartamento
3485;Apartamento;Copacabana;3;0;0;130;3000.0;1200.0;232.0;23.08;Apartamento
3486;Apartamento;Copacabana;2;0;0;80;2200.0;938.0;98.0;27.5;Apartamento
3487;Conjunto Comercial/Sala;Leblon;0;2;0;165;35000.0;7622.0;2176.0;212.12;Apartamento
3488;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;26;1040.0;566.0;0.0;40.0;Apartamento
3489;Apartamento;Copacabana;3;1;0;110;2900.0;1365.0;160.0;26.36;Apartamento
3490;Conjunto Comercial/Sala;Centro;0;0;0;460;10000.0;2800.0;1807.0;21.74;Apartamento
3491;Conjunto Comercial/Sala;Pilares;0;1;0;23;600.0;480.0;0.0;26.09;Apartamento
3492;Apartamento;Ipanema;3;1;1;180;6500.0;1520.0;430.0;36.11;Apartamento
3493;Apartamento;Méier;3;1;0;65;1200.0;320.0;16.0;18.46;Apartamento
3494;Apartamento;Santa Teresa;3;0;0;83;1700.0;604.0;0.0;20.48;Apartamento
3495;Loja/Salão;Centro;0;0;0;115;3900.0;0.0;146.0;33.91;Apartamento
3496;Casa de Condomínio;Barra da Tijuca;5;6;4;1000;32000.0;3000.0;1700.0;32.0;Casa
3497;Conjunto Comercial/Sala;Portuguesa;0;0;0;341;15500.0;7440.0;2014.0;45.45;Apartamento
3498;Conjunto Comercial/Sala;Centro;0;0;0;68;1200.0;308.0;109.0;17.65;Apartamento
3499;Loja/Salão;Campo Grande;0;0;0;30;2000.0;0.0;0.0;66.67;Apartamento
3500;Conjunto Comercial/Sala;Centro;0;0;0;212;7500.0;4600.0;1260.0;35.38;Apartamento
3501;Casa de Condomínio;Freguesia (Jacarepaguá);3;1;1;163;2000.0;92.0;46.0;12.27;Casa
3502;Casa de Condomínio;Itanhangá;3;3;1;350;12000.0;1485.0;250.0;34.29;Casa
3503;Apartamento;Flamengo;3;2;1;180;10500.0;1500.0;400.0;58.33;Apartamento
3504;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;1000.0;7322.0;112.0;37.04;Apartamento
3505;Loja/Salão;Copacabana;0;0;0;79;3500.0;2000.0;704.0;44.3;Apartamento
3506;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;83;4500.0;1850.0;900.0;54.22;Apartamento
3507;Apartamento;Leblon;2;0;1;60;3200.0;788.0;140.0;53.33;Apartamento
3508;Apartamento;Copacabana;4;1;4;250;9000.0;2500.0;6000.0;36.0;Apartamento
3509;Apartamento;Ipanema;5;1;2;242;15000.0;2400.0;1280.0;61.98;Apartamento
3510;Loja/Salão;Barra da Tijuca;0;1;0;71;4000.0;2300.0;530.0;56.34;Apartamento
3511;Casa;Anil;3;0;1;210;2750.0;0.0;0.0;13.1;Casa
3512;Conjunto Comercial/Sala;Centro;0;0;0;212;7844.0;4500.0;1123.0;37.0;Apartamento
3513;Box/Garagem;Centro;0;1;0;0;600.0;0.0;84.0;inf;Apartamento
3514;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;33;1300.0;730.0;0.0;39.39;Apartamento
3515;Apartamento;Recreio dos Bandeirantes;4;2;1;200;3300.0;900.0;350.0;16.5;Apartamento
3516;Apartamento;Ipanema;1;0;0;40;2500.0;651.0;54.0;62.5;Apartamento
3517;Apartamento;Botafogo;2;1;1;105;5800.0;1353.0;281.0;55.24;Apartamento
3518;Quitinete;Copacabana;1;0;0;10;800.0;0.0;60.0;80.0;Apartamento
3519;Quitinete;Rio Comprido;0;0;0;34;790.0;240.0;0.0;23.24;Apartamento
3520;Quitinete;Copacabana;1;0;1;29;1500.0;542.0;24.0;51.72;Apartamento
3521;Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;81;4400.0;3161.0;6547.0;54.32;Apartamento
3522;Apartamento;Jardim Carioca;2;1;0;55;1350.0;430.0;0.0;24.55;Apartamento
3523;Casa;Campo Grande;2;1;0;70;1350.0;0.0;0.0;19.29;Casa
3524;Apartamento;Urca;3;2;1;168;6000.0;2172.0;459.0;35.71;Apartamento
3525;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;1000.0;500.0;0.0;37.04;Apartamento
3526;Casa de Condomínio;Barra da Tijuca;7;5;6;850;20000.0;2340.0;15000.0;23.53;Casa
3527;Casa de Condomínio;Barra da Tijuca;5;0;2;600;10000.0;800.0;1000.0;16.67;Casa
3528;Apartamento;Maracanã;3;0;1;114;1900.0;570.0;87.0;16.67;Apartamento
3529;Conjunto Comercial/Sala;Campo Grande;0;0;0;30;800.0;500.0;0.0;26.67;Apartamento
3530;Apartamento;Méier;3;1;0;85;1300.0;770.0;72.0;15.29;Apartamento
3531;Box/Garagem;Flamengo;0;0;0;0;200.0;0.0;101.0;inf;Apartamento
3532;Apartamento;Recreio dos Bandeirantes;2;1;1;70;1700.0;720.0;90.0;24.29;Apartamento
3533;Conjunto Comercial/Sala;Centro;0;0;0;2809;190000.0;75000.0;0.0;67.64;Apartamento
3534;Apartamento;Padre Miguel;2;1;0;50;800.0;273.0;0.0;16.0;Apartamento
3535;Galpão/Depósito/Armazém;Pavuna;0;0;0;25000;306000.0;0.0;0.0;12.24;Apartamento
3536;Conjunto Comercial/Sala;Centro;0;0;0;2465;120000.0;11.0;4.0;48.68;Apartamento
3537;Prédio Inteiro;Centro;0;0;0;39;1250.0;0.0;87.0;32.05;Apartamento
3538;Conjunto Comercial/Sala;Cidade Nova;0;1;0;283;19219.0;6219.0;498.0;67.91;Apartamento
3539;Galpão/Depósito/Armazém;Del Castilho;0;30;0;7000;45000.0;0.0;1.0;6.43;Apartamento
3540;Conjunto Comercial/Sala;Barra da Tijuca;0;3;0;107;4500.0;2367.0;407.0;42.06;Apartamento
3541;Quitinete;Copacabana;1;0;0;34;1400.0;504.0;0.0;41.18;Apartamento
3542;Apartamento;Glória;1;0;1;45;1200.0;515.0;0.0;26.67;Apartamento
3543;Apartamento;Botafogo;2;1;1;84;4650.0;1140.0;223.0;55.36;Apartamento
3544;Apartamento;Catete;2;1;0;71;2200.0;725.0;109.0;30.99;Apartamento
3545;Conjunto Comercial/Sala;Madureira;0;0;0;21;550.0;374.0;35.0;26.19;Apartamento
3546;Conjunto Comercial/Sala;Santo Cristo;0;32;0;2400;156000.0;46000.0;0.0;65.0;Apartamento
3547;Apartamento;Barra da Tijuca;3;0;2;180;8000.0;1700.0;0.0;44.44;Apartamento
3548;Apartamento;Urca;3;2;1;170;6000.0;2172.0;458.0;35.29;Apartamento
3549;Casa de Condomínio;Barra da Tijuca;5;4;5;805;20000.0;1700.0;14000.0;24.84;Casa
3550;Apartamento;Copacabana;2;0;0;70;2100.0;912.0;156.0;30.0;Apartamento
3551;Loja/Salão;Centro;0;0;0;30;750.0;300.0;70.0;25.0;Apartamento
3552;Apartamento;Leblon;3;2;1;140;10000.0;1750.0;560.0;71.43;Apartamento
3553;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;20;600.0;650.0;80.0;30.0;Apartamento
3554;Casa de Condomínio;Recreio dos Bandeirantes;3;3;1;370;7000.0;1000.0;0.0;18.92;Casa
3555;Conjunto Comercial/Sala;São Cristóvão;0;2;0;54;2400.0;890.0;250.0;44.44;Apartamento
3556;Apartamento;Recreio dos Bandeirantes;4;4;2;170;2600.0;1180.0;260.0;15.29;Apartamento
3557;Apartamento;Barra da Tijuca;2;1;1;95;2400.0;1200.0;0.0;25.26;Apartamento
3558;Apartamento;Barra da Tijuca;2;1;1;62;1900.0;1224.0;0.0;30.65;Apartamento
3559;Apartamento;Tijuca;3;1;0;85;2200.0;850.0;92.0;25.88;Apartamento
3560;Prédio Inteiro;Centro;0;0;0;180;7500.0;0.0;0.0;41.67;Apartamento
3561;Apartamento;Barra da Tijuca;2;1;1;70;2800.0;700.0;1200.0;40.0;Apartamento
3562;Apartamento;Barra da Tijuca;3;2;1;200;5500.0;1900.0;230.0;27.5;Apartamento
3563;Apartamento;Tomás Coelho;2;0;0;70;760.0;150.0;0.0;10.86;Apartamento
3564;Apartamento;Rio Comprido;2;1;0;60;1300.0;700.0;15.0;21.67;Apartamento
3565;Apartamento;Praça Seca;2;0;1;62;1100.0;440.0;0.0;17.74;Apartamento
3566;Apartamento;Botafogo;2;1;0;70;2400.0;812.0;157.0;34.29;Apartamento
3567;Apartamento;Barra da Tijuca;2;2;1;82;3000.0;1600.0;230.0;36.59;Apartamento
3568;Apartamento;Glória;1;0;1;40;1150.0;520.0;0.0;28.75;Apartamento
3569;Apartamento;Barra da Tijuca;2;1;0;52;2200.0;488.0;0.0;42.31;Apartamento
3570;Apartamento;Leblon;4;3;3;324;14000.0;4500.0;782.0;43.21;Apartamento
3571;Apartamento;Ipanema;2;2;2;220;16000.0;1800.0;1300.0;72.73;Apartamento
3572;Apartamento;Barra da Tijuca;2;3;1;100;6000.0;3200.0;450.0;60.0;Apartamento
3573;Apartamento;Recreio dos Bandeirantes;2;1;1;71;1600.0;570.0;100.0;22.54;Apartamento
3574;Apartamento;Ipanema;3;1;1;140;8000.0;2636.0;139.0;57.14;Apartamento
3575;Apartamento;Barra da Tijuca;3;1;1;220;6000.0;2000.0;900.0;27.27;Apartamento
3576;Conjunto Comercial/Sala;Centro;0;0;0;822;55000.0;16694.0;2187.0;66.91;Apartamento
3577;Conjunto Comercial/Sala;Campo Grande;0;0;0;270;5000.0;0.0;0.0;18.52;Apartamento
3578;Apartamento;Catete;1;0;0;65;1800.0;423.0;0.0;27.69;Apartamento
3579;Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;120;11000.0;1800.0;600.0;91.67;Apartamento
3580;Apartamento;Barra da Tijuca;4;3;4;292;10000.0;3800.0;8000.0;34.25;Apartamento
3581;Apartamento;Ipanema;2;1;1;100;7880.0;4699.0;0.0;78.8;Apartamento
3582;Conjunto Comercial/Sala;Centro;0;0;0;168;7560.0;3360.0;840.0;45.0;Apartamento
3583;Apartamento;Flamengo;3;1;2;160;3800.0;880.0;129.0;23.75;Apartamento
3584;Apartamento;Barra da Tijuca;4;3;4;267;8500.0;2423.0;570.0;31.84;Apartamento
3585;Conjunto Comercial/Sala;Jardim Botânico;0;5;0;411;45000.0;21900.0;0.0;109.49;Apartamento
3586;Apartamento;Vila Isabel;3;2;1;100;1400.0;750.0;102.0;14.0;Apartamento
3587;Conjunto Comercial/Sala;Centro;100;80;0;3600;361000.0;0.0;0.0;100.28;Apartamento
3588;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;800.0;600.0;110.0;36.36;Apartamento
3589;Loja Shopping/ Ct Comercial;Guadalupe;1;0;0;53;2500.0;0.0;0.0;47.17;Apartamento
3590;Apartamento;Gávea;2;1;1;75;2500.0;1237.0;1888.0;33.33;Apartamento
3591;Casa de Condomínio;Recreio dos Bandeirantes;5;4;4;280;7500.0;1500.0;400.0;26.79;Casa
3592;Apartamento;Botafogo;1;0;0;45;2000.0;480.0;20.0;44.44;Apartamento
3593;Apartamento;Barra da Tijuca;2;1;1;80;2200.0;1200.0;2500.0;27.5;Apartamento
3594;Loja/Salão;Copacabana;0;7;0;400;30000.0;800.0;0.0;75.0;Apartamento
3595;Conjunto Comercial/Sala;Centro;0;0;0;68;1200.0;1130.0;167.0;17.65;Apartamento
3596;Conjunto Comercial/Sala;São Cristóvão;0;0;0;19;1000.0;450.0;0.0;52.63;Apartamento
3597;Apartamento;Botafogo;3;1;1;110;5500.0;1250.0;200.0;50.0;Apartamento
3598;Apartamento;Ipanema;2;1;0;65;3400.0;950.0;90.0;52.31;Apartamento
3599;Casa;Barra da Tijuca;4;4;4;450;9000.0;1123.0;0.0;20.0;Casa
3600;Conjunto Comercial/Sala;Centro;0;0;0;562;25000.0;3691.0;326.0;44.48;Apartamento
3601;Apartamento;Praça Seca;2;1;0;50;750.0;260.0;13.0;15.0;Apartamento
3602;Casa;Barra da Tijuca;5;3;4;800;7500.0;2100.0;0.0;9.38;Casa
3603;Apartamento;Rio Comprido;2;1;0;88;1200.0;663.0;0.0;13.64;Apartamento
3604;Apartamento;Lagoa;2;1;1;108;4800.0;1191.0;3439.0;44.44;Apartamento
3605;Apartamento;Leblon;3;2;3;150;10000.0;1700.0;350.0;66.67;Apartamento
3606;Apartamento;Leblon;5;2;2;300;19000.0;3368.0;1668.0;63.33;Apartamento
3607;Apartamento;São Cristóvão;2;0;0;50;1000.0;320.0;0.0;20.0;Apartamento
3608;Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;200;8000.0;1300.0;2500.0;40.0;Apartamento
3609;Apartamento;Recreio dos Bandeirantes;2;1;0;70;1050.0;500.0;60.0;15.0;Apartamento
3610;Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;84;1500.0;1185.0;1710.0;17.86;Apartamento
3611;Apartamento;Copacabana;4;1;1;260;7000.0;2200.0;4300.0;26.92;Apartamento
3612;Quitinete;Centro;1;0;0;27;850.0;143.0;24.0;31.48;Apartamento
3613;Casa de Vila;Encantado;1;0;0;30;850.0;0.0;0.0;28.33;Casa
3614;Apartamento;Ipanema;1;0;0;38;2000.0;495.0;0.0;52.63;Apartamento
3615;Casa de Condomínio;Barra da Tijuca;5;2;0;358;10000.0;2333.0;9900.0;27.93;Casa
3616;Apartamento;Vargem Pequena;3;0;0;53;1000.0;382.0;0.0;18.87;Apartamento
3617;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1300.0;903.0;170.0;43.33;Apartamento
3618;Conjunto Comercial/Sala;São Cristóvão;0;1;0;25;800.0;512.0;9.0;32.0;Apartamento
3619;Conjunto Comercial/Sala;Centro;0;0;0;31;650.0;370.0;124.0;20.97;Apartamento
3620;Loja/Salão;Recreio dos Bandeirantes;0;2;0;230;15000.0;1000.0;0.0;65.22;Apartamento
3621;Apartamento;Barra da Tijuca;1;1;1;52;2200.0;2300.0;326.0;42.31;Apartamento
3622;Apartamento;Copacabana;2;0;0;67;2000.0;537.0;101.0;29.85;Apartamento
3623;Apartamento;Recreio dos Bandeirantes;3;1;2;293;4900.0;540.0;718.0;16.72;Apartamento
3624;Apartamento;Lagoa;3;1;1;130;5500.0;950.0;280.0;42.31;Apartamento
3625;Apartamento;Barra da Tijuca;1;1;1;48;1200.0;650.0;50.0;25.0;Apartamento
3626;Apartamento;Copacabana;3;2;1;104;4800.0;1400.0;375.0;46.15;Apartamento
3627;Apartamento;Ipanema;2;1;2;86;10000.0;3875.0;600.0;116.28;Apartamento
3628;Quitinete;Copacabana;0;0;0;35;1300.0;492.0;54.0;37.14;Apartamento
3629;Apartamento;Tijuca;3;1;0;148;2500.0;1100.0;220.0;16.89;Apartamento
3630;Apartamento;Copacabana;3;0;1;110;3000.0;1600.0;2938.0;27.27;Apartamento
3631;Conjunto Comercial/Sala;Centro;0;0;0;65;700.0;1053.0;252.0;10.77;Apartamento
3632;Apartamento;Taquara;2;1;1;50;1000.0;450.0;18.0;20.0;Apartamento
3633;Apartamento;Flamengo;4;1;1;300;15000.0;1250.0;650.0;50.0;Apartamento
3634;Quitinete;Copacabana;1;0;0;26;900.0;470.0;24.0;34.62;Apartamento
3635;Apartamento;Jardim Guanabara;3;0;0;115;1800.0;470.0;0.0;15.65;Apartamento
3636;Conjunto Comercial/Sala;Pechincha;0;1;0;25;550.0;458.0;50.0;22.0;Apartamento
3637;Apartamento;Barra da Tijuca;3;2;3;100;1900.0;1498.0;127.0;19.0;Apartamento
3638;Apartamento;Jacarepaguá;4;2;2;178;10000.0;2005.0;2703.0;56.18;Apartamento
3639;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;100;6300.0;949.0;900.0;63.0;Apartamento
3640;Apartamento;Centro;1;0;0;33;800.0;380.0;25.0;24.24;Apartamento
3641;Prédio Inteiro;Recreio dos Bandeirantes;0;21;0;1000;35000.0;0.0;6350.0;35.0;Apartamento
3642;Conjunto Comercial/Sala;Centro;0;0;0;517;18000.0;6010.0;0.0;34.82;Apartamento
3643;Flat;Ipanema;2;1;0;80;4000.0;2700.0;300.0;50.0;Apartamento
3644;Flat;Ipanema;2;1;1;100;8500.0;2500.0;262.0;85.0;Apartamento
3645;Casa;Praça Seca;2;1;0;81;1100.0;0.0;15.0;13.58;Casa
3646;Casa de Condomínio;Barra da Tijuca;4;5;4;500;13000.0;2500.0;2000.0;26.0;Casa
3647;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;54;2400.0;1100.0;231.0;44.44;Apartamento
3648;Conjunto Comercial/Sala;Centro;0;0;0;96;2300.0;700.0;70.0;23.96;Apartamento
3649;Apartamento;Barra da Tijuca;2;1;1;79;3100.0;1200.0;160.0;39.24;Apartamento
3650;Apartamento;Botafogo;3;1;0;109;2500.0;927.0;174.0;22.94;Apartamento
3651;Casa;Barra da Tijuca;4;2;1;213;6760.0;1010.0;1096.0;31.74;Casa
3652;Apartamento;Recreio dos Bandeirantes;2;1;1;70;1500.0;490.0;90.0;21.43;Apartamento
3653;Apartamento;Barra da Tijuca;2;1;2;80;1000.0;1183.0;0.0;12.5;Apartamento
3654;Apartamento;Praça Seca;1;1;0;48;450.0;275.0;0.0;9.38;Apartamento
3655;Galpão/Depósito/Armazém;Vila Isabel;0;0;0;350;25000.0;0.0;0.0;71.43;Apartamento
3656;Loja/Salão;Campo Grande;0;0;0;75;1500.0;0.0;0.0;20.0;Apartamento
3657;Apartamento;Leblon;3;4;1;180;13000.0;3000.0;400.0;72.22;Apartamento
3658;Loja/Salão;Pechincha;0;1;0;25;1000.0;400.0;0.0;40.0;Apartamento
3659;Apartamento;Barra da Tijuca;4;3;2;139;4000.0;1700.0;443.0;28.78;Apartamento
3660;Apartamento;São Francisco Xavier;2;1;0;66;850.0;401.0;0.0;12.88;Apartamento
3661;Apartamento;Barra da Tijuca;3;2;1;120;5000.0;1574.0;336.0;41.67;Apartamento
3662;Apartamento;Itanhangá;2;1;0;65;1100.0;550.0;34.0;16.92;Apartamento
3663;Apartamento;Copacabana;3;1;0;250;9500.0;1510.0;913.0;38.0;Apartamento
3664;Apartamento;Leblon;4;2;1;200;12000.0;4800.0;601.0;60.0;Apartamento
3665;Apartamento;Leblon;3;0;1;100;4500.0;1450.0;0.0;45.0;Apartamento
3666;Casa de Condomínio;Vargem Grande;2;4;2;150;4000.0;180.0;50.0;26.67;Casa
3667;Apartamento;Engenho de Dentro;2;1;0;51;1300.0;350.0;13.0;25.49;Apartamento
3668;Apartamento;Recreio dos Bandeirantes;4;4;4;700;7000.0;1650.0;1099.0;10.0;Apartamento
3669;Loja/Salão;Barra da Tijuca;0;4;0;406;25000.0;8120.0;7145.0;61.58;Apartamento
3670;Galpão/Depósito/Armazém;Botafogo;0;0;0;320;15000.0;0.0;840.0;46.88;Apartamento
3671;Conjunto Comercial/Sala;Centro;0;0;0;3502;175100.0;59183.0;18875.0;50.0;Apartamento
3672;Conjunto Comercial/Sala;Barra da Tijuca;0;7;0;213;6400.0;5971.0;882.0;30.05;Apartamento
3673;Conjunto Comercial/Sala;Centro;0;0;0;30;650.0;455.0;69.0;21.67;Apartamento
3674;Apartamento;Copacabana;1;0;0;39;1800.0;600.0;67.0;46.15;Apartamento
3675;Conjunto Comercial/Sala;Centro;0;0;0;243;6000.0;2300.0;1412.0;24.69;Apartamento
3676;Apartamento;Tijuca;3;1;1;68;2200.0;972.0;95.0;32.35;Apartamento
3677;Apartamento;São Conrado;1;1;1;80;3200.0;1050.0;15.0;40.0;Apartamento
3678;Loja/Salão;Recreio dos Bandeirantes;0;0;0;37;1200.0;550.0;112.0;32.43;Apartamento
3679;Conjunto Comercial/Sala;Centro;0;0;0;190;3000.0;2650.0;550.0;15.79;Apartamento
3680;Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;30;1200.0;350.0;112.0;40.0;Apartamento
3681;Apartamento;Barra da Tijuca;3;1;1;72;2000.0;630.0;0.0;27.78;Apartamento
3682;Apartamento;Ipanema;3;1;2;120;6000.0;850.0;305.0;50.0;Apartamento
3683;Casa de Condomínio;Recreio dos Bandeirantes;4;4;3;550;8000.0;900.0;600.0;14.55;Casa
3684;Loja/Salão;Copacabana;0;1;0;67;3500.0;2660.0;1281.0;52.24;Apartamento
3685;Apartamento;Méier;3;0;0;59;1050.0;230.0;25.0;17.8;Apartamento
3686;Quitinete;Ipanema;1;0;0;35;1800.0;534.0;87.0;51.43;Apartamento
3687;Casa Comercial;Botafogo;0;2;0;380;15000.0;0.0;0.0;39.47;Apartamento
3688;Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;21;950.0;450.0;0.0;45.24;Apartamento
3689;Apartamento;Pechincha;3;1;1;85;1050.0;982.0;102.0;12.35;Apartamento
3690;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;1400.0;650.0;100.0;51.85;Apartamento
3691;Conjunto Comercial/Sala;Centro;0;0;0;677;50770.0;9688.0;7796.0;74.99;Apartamento
3692;Conjunto Comercial/Sala;Jardim Botânico;0;1;0;45;3000.0;1170.0;340.0;66.67;Apartamento
3693;Apartamento;Barra da Tijuca;3;1;0;100;1800.0;1200.0;260.0;18.0;Apartamento
3694;Apartamento;Ipanema;3;1;2;120;7000.0;800.0;305.0;58.33;Apartamento
3695;Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;25;800.0;380.0;545.0;32.0;Apartamento
3696;Apartamento;Gávea;2;1;0;61;3420.0;894.0;282.0;56.07;Apartamento
3697;Apartamento;Barra da Tijuca;2;1;1;105;2700.0;1591.0;200.0;25.71;Apartamento
3698;Apartamento;Recreio dos Bandeirantes;2;1;1;91;1500.0;1229.0;189.0;16.48;Apartamento
3699;Apartamento;Ipanema;2;1;1;140;11000.0;1760.0;315.0;78.57;Apartamento
3700;Conjunto Comercial/Sala;Centro;0;0;0;30;900.0;730.0;147.0;30.0;Apartamento
3701;Apartamento;Leblon;4;1;0;223;10000.0;2000.0;5076.0;44.84;Apartamento
3702;Conjunto Comercial/Sala;Copacabana;0;0;0;140;8000.0;3410.0;750.0;57.14;Apartamento
3703;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;1200.0;617.0;0.0;44.44;Apartamento
3704;Apartamento;Tijuca;2;1;0;79;1500.0;470.0;0.0;18.99;Apartamento
3705;Apartamento;Taquara;2;1;0;55;1000.0;460.0;40.0;18.18;Apartamento
3706;Box/Garagem;Centro;0;0;0;0;400.0;0.0;0.0;inf;Apartamento
3707;Apartamento;São Conrado;4;4;4;470;17999.0;6000.0;4000.0;38.3;Apartamento
3708;Apartamento;Freguesia (Jacarepaguá);4;2;1;190;3900.0;1400.0;241.0;20.53;Apartamento
3709;Apartamento;Copacabana;2;2;1;157;4000.0;1500.0;339.0;25.48;Apartamento
3710;Flat;Leblon;2;1;1;90;7000.0;2200.0;200.0;77.78;Apartamento
3711;Quitinete;Copacabana;1;0;0;30;1400.0;614.0;0.0;46.67;Apartamento
3712;Loja/Salão;Bonsucesso;0;0;0;220;2500.0;0.0;0.0;11.36;Apartamento
3713;Apartamento;Joá;3;2;1;400;15500.0;2500.0;550.0;38.75;Apartamento
3714;Conjunto Comercial/Sala;Barra da Tijuca;0;10;0;380;22000.0;8665.0;22481.0;57.89;Apartamento
3715;Apartamento;Botafogo;1;1;0;80;2400.0;800.0;126.0;30.0;Apartamento
3716;Apartamento;Ipanema;2;2;1;130;16500.0;1530.0;525.0;126.92;Apartamento
3717;Apartamento;Jacarepaguá;2;1;1;72;2200.0;750.0;77.0;30.56;Apartamento
3718;Conjunto Comercial/Sala;Centro;0;3;0;156;9360.0;3216.0;1139.0;60.0;Apartamento
3719;Apartamento;Tijuca;2;1;2;87;2950.0;740.0;130.0;33.91;Apartamento
3720;Apartamento;Barra da Tijuca;2;1;1;68;1650.0;1200.0;240.0;24.26;Apartamento
3721;Prédio Inteiro;Barra da Tijuca;0;14;0;439;30000.0;0.0;1150.0;68.34;Apartamento
3722;Apartamento;Copacabana;4;0;1;130;5000.0;1800.0;200.0;38.46;Apartamento
3723;Apartamento;Copacabana;3;1;0;110;3500.0;897.0;328.0;31.82;Apartamento
3724;Apartamento;Copacabana;2;0;0;80;2400.0;180.0;995.0;30.0;Apartamento
3725;Apartamento;Copacabana;3;0;0;80;3200.0;1018.0;106.0;40.0;Apartamento
3726;Apartamento;Ipanema;3;1;0;98;4800.0;783.0;315.0;48.98;Apartamento
3727;Apartamento;Botafogo;3;2;1;105;3900.0;1209.0;203.0;37.14;Apartamento
3728;Casa Comercial;Botafogo;0;0;0;427;10000.0;0.0;2864.0;23.42;Apartamento
3729;Conjunto Comercial/Sala;Centro;0;0;0;200;10000.0;2500.0;900.0;50.0;Apartamento
3730;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;800.0;850.0;200.0;25.0;Apartamento
3731;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;30;1500.0;1009.0;2000.0;50.0;Apartamento
3732;Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;21;900.0;800.0;0.0;42.86;Apartamento
3733;Apartamento;Recreio dos Bandeirantes;3;1;1;166;3000.0;950.0;201.0;18.07;Apartamento
3734;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;67;3500.0;1600.0;0.0;52.24;Apartamento
